id,title,text,label
319,this trick fixes your SIM card in seven days!!!,this trick fixes your SIM card in seven days!!!,FAKE
320,The State Bank opened a new public facility on Wed,The State Bank opened a new public facility on Wednesday.,REAL
321,"you were charged 50000, click to reverse now befor","you were charged 50000, click to reverse now before it's deleted!",FAKE
322,they add chemicals to your electricity wake up!,they add chemicals to your electricity wake up!,FAKE
323,EXPOSED the real reason behind the economy wake up,EXPOSED the real reason behind the economy wake up!,FAKE
324,SHOCKING trick cures obesity overnight before it's,SHOCKING trick cures obesity overnight before it's deleted!,FAKE
325,The State Bank completed scheduled maintenance wor,The State Bank completed scheduled maintenance work during the session.,REAL
326,The State Bank recorded a decline in reported case,The State Bank recorded a decline in reported cases this week.,REAL
327,MIRACLE solar panels melts fat in one week don't m,MIRACLE solar panels melts fat in one week don't miss out!,FAKE
328,The State Bank introduced an updated online system,The State Bank introduced an updated online system this week.,REAL
329,The State Bank announced a revised policy after a ,The State Bank announced a revised policy after a review meeting officials said.,REAL
330,The State Bank recorded a decline in reported case,The State Bank recorded a decline in reported cases on Monday.,REAL
331,this trick fixes your SIM card in seven days guara,this trick fixes your SIM card in seven days guaranteed!,FAKE
332,The State Bank signed a regional cooperation agree,The State Bank signed a regional cooperation agreement this week.,REAL
333,The finance ministry announced a revised policy af,The finance ministry announced a revised policy after a review meeting earlier today.,REAL
334,The finance ministry confirmed the new project tim,The finance ministry confirmed the new project timeline earlier today.,REAL
335,ALERT disaster strikes next Friday they hate this!,ALERT disaster strikes next Friday they hate this!,FAKE
336,The State Bank completed scheduled maintenance wor,The State Bank completed scheduled maintenance work according to the report.,REAL
337,the tablets hides a tracking microchip wake up!,the tablets hides a tracking microchip wake up!,FAKE
338,The State Bank approved a minor routine adjustment,The State Bank approved a minor routine adjustment officials said.,REAL
339,The State Bank began the second data collection ph,The State Bank began the second data collection phase on Monday.,REAL
340,The finance ministry confirmed the new project tim,The finance ministry confirmed the new project timeline on Monday.,REAL
341,scientists say phones removes all fat limited time,scientists say phones removes all fat limited time!,FAKE
342,The finance ministry approved a minor routine adju,The finance ministry approved a minor routine adjustment on Monday.,REAL
343,you won't BELIEVE the truth about science act fast,you won't BELIEVE the truth about science act fast!,FAKE
344,earn 500000 from home doing nothing before it's de,earn 500000 from home doing nothing before it's deleted!,FAKE
345,this trick fixes your phone in seven days act fast,this trick fixes your phone in seven days act fast!,FAKE
346,The State Bank opened a new public facility this m,The State Bank opened a new public facility this month.,REAL
347,scientists say gold removes all fat guaranteed!,scientists say gold removes all fat guaranteed!,FAKE
348,The finance ministry confirmed the new project tim,The finance ministry confirmed the new project timeline in a statement.,REAL
349,The State Bank introduced an updated online system,The State Bank introduced an updated online system according to the report.,REAL
350,ALERT disaster strikes next Friday guaranteed!,ALERT disaster strikes next Friday guaranteed!,FAKE
351,secret baldness cure hidden by big companies guara,secret baldness cure hidden by big companies guaranteed!,FAKE
352,The finance ministry released its annual activity ,The finance ministry released its annual activity report as planned.,REAL
353,The State Bank recorded a decline in reported case,The State Bank recorded a decline in reported cases earlier today.,REAL
354,The State Bank confirmed the new project timeline ,The State Bank confirmed the new project timeline according to the report.,REAL
355,The State Bank launched a district service initiat,The State Bank launched a district service initiative according to the report.,REAL
356,The State Bank upgraded infrastructure for peak de,The State Bank upgraded infrastructure for peak demand on Wednesday.,REAL
357,the solar panels hides a tracking microchip don't ,the solar panels hides a tracking microchip don't miss out!,FAKE
358,earn 500000 from home doing nothing — share NOW!,earn 500000 from home doing nothing — share NOW!,FAKE
359,The finance ministry released its annual activity ,The finance ministry released its annual activity report on Wednesday.,REAL
360,MIRACLE vaccine melts fat in one week they hate th,MIRACLE vaccine melts fat in one week they hate this!,FAKE
361,The State Bank forecast light rainfall up north as,The State Bank forecast light rainfall up north as planned.,REAL
362,secret arthritis cure hidden by big companies don',secret arthritis cure hidden by big companies don't miss out!,FAKE
363,aliens landed and media hides the footage they hat,aliens landed and media hides the footage they hate this!,FAKE
364,they add chemicals to your phone guaranteed!,they add chemicals to your phone guaranteed!,FAKE
365,The finance ministry confirmed the new project tim,The finance ministry confirmed the new project timeline this month.,REAL
366,"ancient remedy cures arthritis, experts furious ac","ancient remedy cures arthritis, experts furious act fast!",FAKE
367,The State Bank signed a regional cooperation agree,The State Bank signed a regional cooperation agreement as planned.,REAL
368,The finance ministry reported a modest quarterly i,The finance ministry reported a modest quarterly increase during the session.,REAL
369,The State Bank confirmed the new project timeline ,The State Bank confirmed the new project timeline on Wednesday.,REAL
370,secret blindness cure hidden by big companies wake,secret blindness cure hidden by big companies wake up!,FAKE
371,The finance ministry confirmed the new project tim,The finance ministry confirmed the new project timeline during the session.,REAL
372,scientists say cars removes all fat wake up!,scientists say cars removes all fat wake up!,FAKE
373,secret diabetes cure hidden by big companies — sha,secret diabetes cure hidden by big companies — share NOW!,FAKE
374,The State Bank launched a district service initiat,The State Bank launched a district service initiative earlier today.,REAL
375,The State Bank held a press conference for reporte,The State Bank held a press conference for reporters earlier today.,REAL
376,this trick fixes your bank account in seven days t,this trick fixes your bank account in seven days they hate this!,FAKE
377,The finance ministry announced a revised policy af,The finance ministry announced a revised policy after a review meeting on Monday.,REAL
378,The State Bank reported a modest quarterly increas,The State Bank reported a modest quarterly increase in a statement.,REAL
379,The finance ministry held a press conference for r,The finance ministry held a press conference for reporters on Wednesday.,REAL
380,The State Bank began the second data collection ph,The State Bank began the second data collection phase as planned.,REAL
381,ALERT disaster strikes next Friday wake up!,ALERT disaster strikes next Friday wake up!,FAKE
382,The State Bank held a press conference for reporte,The State Bank held a press conference for reporters this month.,REAL
383,"ancient remedy cures baldness, experts furious wak","ancient remedy cures baldness, experts furious wake up!",FAKE
384,The finance ministry announced a revised policy af,The finance ministry announced a revised policy after a review meeting on Wednesday.,REAL
385,The finance ministry released its annual activity ,The finance ministry released its annual activity report in a statement.,REAL
386,EXPOSED the real reason behind science before it's,EXPOSED the real reason behind science before it's deleted!,FAKE
387,EXPOSED the real reason behind the news they hate ,EXPOSED the real reason behind the news they hate this!,FAKE
388,The State Bank recorded a decline in reported case,The State Bank recorded a decline in reported cases officials said.,REAL
389,The State Bank forecast light rainfall up north ac,The State Bank forecast light rainfall up north according to the report.,REAL
390,ALERT disaster strikes next Friday — share NOW!,ALERT disaster strikes next Friday — share NOW!,FAKE
391,free money for sharing this to five groups guarant,free money for sharing this to five groups guaranteed!,FAKE
392,The State Bank introduced an updated online system,The State Bank introduced an updated online system in a statement.,REAL
393,The State Bank launched a district service initiat,The State Bank launched a district service initiative on Wednesday.,REAL
394,The State Bank completed scheduled maintenance wor,The State Bank completed scheduled maintenance work as planned.,REAL
395,The State Bank released its annual activity report,The State Bank released its annual activity report earlier today.,REAL
396,The State Bank approved a minor routine adjustment,The State Bank approved a minor routine adjustment as planned.,REAL
397,EXPOSED the real reason behind the economy guarant,EXPOSED the real reason behind the economy guaranteed!,FAKE
398,The State Bank confirmed the new project timeline ,The State Bank confirmed the new project timeline as planned.,REAL
399,The State Bank confirmed the new project timeline ,The State Bank confirmed the new project timeline this week.,REAL
400,The finance ministry announced a revised policy af,The finance ministry announced a revised policy after a review meeting in a statement.,REAL
401,"BREAKING: free cars for ALL citizens, register bef","BREAKING: free cars for ALL citizens, register before midnight click here!",FAKE
402,"BREAKING: free fruit for ALL citizens, register be","BREAKING: free fruit for ALL citizens, register before midnight wake up!",FAKE
403,they add chemicals to your electricity don't miss ,they add chemicals to your electricity don't miss out!,FAKE
404,The State Bank began the second data collection ph,The State Bank began the second data collection phase in a statement.,REAL
405,The State Bank held a press conference for reporte,The State Bank held a press conference for reporters on Wednesday.,REAL
406,The State Bank upgraded infrastructure for peak de,The State Bank upgraded infrastructure for peak demand earlier today.,REAL
407,The State Bank reported a modest quarterly increas,The State Bank reported a modest quarterly increase this week.,REAL
408,"you were charged 50000, click to reverse now they ","you were charged 50000, click to reverse now they hate this!",FAKE
409,URGENT: your internet blocked tomorrow unless you ,URGENT: your internet blocked tomorrow unless you forward this — share NOW!,FAKE
410,The State Bank opened a new public facility this w,The State Bank opened a new public facility this week.,REAL
411,The State Bank advised residents on seasonal sched,The State Bank advised residents on seasonal schedules in a statement.,REAL
412,The finance ministry announced a revised policy af,The finance ministry announced a revised policy after a review meeting this week.,REAL
413,The State Bank opened a new public facility offici,The State Bank opened a new public facility officials said.,REAL
414,The State Bank reported a modest quarterly increas,The State Bank reported a modest quarterly increase on Monday.,REAL
415,The finance ministry released its annual activity ,The finance ministry released its annual activity report on Monday.,REAL
416,The finance ministry held a press conference for r,The finance ministry held a press conference for reporters officials said.,REAL
417,"you were charged 50000, click to reverse now guara","you were charged 50000, click to reverse now guaranteed!",FAKE
418,The finance ministry released its annual activity ,The finance ministry released its annual activity report earlier today.,REAL
419,secret makes your bills vanish completely — share ,secret makes your bills vanish completely — share NOW!,FAKE
420,The State Bank reviewed quarterly performance figu,The State Bank reviewed quarterly performance figures officials said.,REAL
421,MIRACLE tablets melts fat in one week before it's ,MIRACLE tablets melts fat in one week before it's deleted!,FAKE
422,The State Bank published findings in a research jo,The State Bank published findings in a research journal on Wednesday.,REAL
423,you won't BELIEVE the truth about science limited ,you won't BELIEVE the truth about science limited time!,FAKE
424,The finance ministry confirmed the new project tim,The finance ministry confirmed the new project timeline on Wednesday.,REAL
425,The State Bank allocated additional budget funds o,The State Bank allocated additional budget funds on Wednesday.,REAL
426,scientists say fruit removes all fat!!!,scientists say fruit removes all fat!!!,FAKE
427,The State Bank announced a revised policy after a ,The State Bank announced a revised policy after a review meeting in a statement.,REAL
428,The State Bank released its annual activity report,The State Bank released its annual activity report as planned.,REAL
429,The State Bank signed a regional cooperation agree,The State Bank signed a regional cooperation agreement officials said.,REAL
430,they add chemicals to your electricity — share NOW,they add chemicals to your electricity — share NOW!,FAKE
